Class,AngleCh1,AreaCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,ConvexHullAreaRatioCh1,ConvexHullPerimRatioCh1,DiffIntenDensityCh1,FiberAlign2Ch3,IntenCoocMaxCh3,IntenCoocMaxCh4,NeighborMinDistCh1,SkewIntenCh4
PS,143.247704734634,185,15.7118644067797,4.95480225988701,9.54802259887006,2.21468926553672,1.12450851900393,0.919682705372134,29.5192307692308,1,0.0774193548387097,0.171974522292994,99.1034927112748,1.23277360124271
PS,133.752036738381,819,31.923273657289,206.878516624041,69.9168797953964,164.153452685422,1.26315789473684,0.797080136606939,31.875,1.48793541098464,0.153214774281806,0.0738714090287278,30.1111414430318,0.527263128574096
WS,106.646387269631,431,28.0388349514563,116.315533980583,63.9417475728155,106.696601941748,1.05330990041008,0.935474953289456,32.4877102199224,1.30052197895365,0.0283505154639175,0.0231958762886598,34.9447652920318,0.324706503966084
PS,69.1503248054558,298,19.4561403508772,102.294736842105,28.2175438596491,31.0280701754386,1.20262510254307,0.865829114035626,26.7322834645669,1.22042390085312,0.162790697674419,0.0775193798449612,33.0802981009691,0.604439875533227
PS,2.88783729517633,285,24.2757352941176,112.415441176471,20.4742647058824,40.5772058823529,1.10933333333333,0.95681241523249,31.5806451612903,1.49138691188948,0.127413127413127,0.278481012658228,27.0293470307188,0.925812293156057
WS,40.7482976023225,172,325.933333333333,653.606060606061,128.690909090909,346.854545454545,1.00583090379009,0.992636296022997,92.5629139072848,1.30950391808927,0.0198675496688742,0.0198675496688742,15.9267384524399,0.651166726597136
WS,173.95783295556,177,260.059171597633,596.420118343195,123.840236686391,273.295857988166,1.01416430594901,0.984021104054855,89.2265372168285,1.24497348237715,0.0194805194805195,0.0194805194805195,15.9267384524399,0.102306209344728
PS,179.800466612077,251,18.3375,5.72916666666667,17.2333333333333,1.55416666666667,1.20038910505837,0.831055399563795,28.6179245283019,1,0.0164319248826291,0.341232227488152,29.3174431295659,1.61200784999424
WS,18.9364197680954,495,16.0528541226216,89.4820295983087,13.7167019027484,51.4270613107822,1.19230769230769,0.821960124049182,26.9840364880274,1.35524627027931,0.295194508009153,0.112128146453089,38.4303784905861,0.421893434828477
WS,153.25242682968,384,17.7438692098093,89.9318801089918,20.4441416893733,63.1117166212534,1.16036505867014,0.864979172854502,25.7603550295858,1.76241989117682,0.0863095238095238,0.0470588235294118,36.1826510963861,0.675698138527243
WS,13.6666708189353,424,174.355555555556,389.427160493827,38.762962962963,126.728395061728,1.03846153846154,0.972515602289283,67.2513089005236,1.52470121290272,0.300791556728232,0.300791556728232,28.6666666666667,0.818637843916991
WS,109.416426339951,256,18.8285714285714,126.938775510204,13.6,46.8,1.08187134502924,0.9204595196506,28.0200445434298,1.36423598827108,0.315315315315315,0.0585585585585586,38.4303784905861,0.703800653492175
PS,52.2054470018701,236,18.1902654867257,6.32743362831858,17.0884955752212,1.91150442477876,1.29265770423992,0.801362221242282,28.5204081632653,1,0.0208333333333333,0.295,29.3174431295659,1.21015924262689
PS,92.9014641559014,187,40.2402234636872,214.189944134078,44.195530726257,136.251396648045,1.03523035230352,0.979602852023696,32.1158536585366,1.62598563257067,0.0658682634730539,0.0359281437125749,23.9010739898541,2.00188196183822
PS,104.278653971599,258,17.5708502024291,125.368421052632,22.4615384615385,71.2064777327935,1.07572815533981,0.931300185891293,27.8761061946903,1.35941841212128,0.0739130434782609,0.0347826086956522,29.848920414089,0.137225244831249
PS,77.9919429315845,358,42.2836257309942,218.131578947368,42.3216374269006,67.5409356725146,1.0378301213419,0.961269792079781,43.309375,1.4789638053295,0.140127388535032,0.199386503067485,11.4465384562489,1.04544620516087
PS,13.6599724743225,158,31.4105960264901,103.211920529801,41.4900662251656,116.119205298013,1.37931034482759,0.896038690658644,38.4503816793893,1.72450988256905,0.0681818181818182,0.113636363636364,17.4047619047619,0.725883896872257
WS,23.0710659327011,313,215.411371237458,569.913043478261,150.652173913043,378.612040133779,1.0402576489533,0.957661756770252,73.8741007194245,1.48762836106489,0.127272727272727,0.0545454545454545,22.7322605328692,0.68399455489894
WS,106.844369325432,315,294.767441860465,492.734219269103,193.435215946844,400.451827242525,1.01451612903226,0.977543717247927,154.578014184397,1.27358315594741,0.163120567375887,0.0460992907801418,49.9258066314452,0.223907828539272
PS,93.5911403733293,762,35.6409903713893,164.71939477304,77.5226960110041,213.110041265475,1.2026622296173,0.848713166724865,35.0058351568198,1.45496315162732,0.0833333333333333,0.179039301310044,46.9726665827659,1.62993746974324
PS,33.4584719743903,157,114.24,37.86,268.56,189.146666666667,1.13836477987421,0.874849171407814,85.943396226415,1.06928395087299,0.0230769230769231,0.325925925925926,30.7824640128588,0.394596118840998
PS,80.5548274096692,1060,59.3053359683794,39.7075098814229,29.9347826086957,22.5909090909091,1.07376058041112,0.919058813759619,48.8127572016461,1.25124148065761,0.0451282051282051,0.130030959752322,38.2526806079802,1.13054399956852
WS,84.6540357293254,246,582.795744680851,245.344680851064,86.4,65.8808510638298,1.03853955375254,0.969827751232752,200.117782909931,1.58484001290787,0.26605504587156,0.169724770642202,19.2356345668192,0.564283397095474
PS,139.435815487647,178,25.5176470588235,2.25294117647059,65.7764705882353,7.82941176470588,1.51358695652174,0.818838756006631,38.4166666666667,1.47963500806024,0.0206896551724138,0.601398601398601,29.3174431295659,1.97443623226078
WS,123.793870553676,223,375.046948356807,293.183098591549,112.103286384977,464.544600938967,1.01126126126126,0.985819841546646,124.297709923664,1.33200485607295,0.289340101522843,0.137055837563452,38.5529203096094,0.200492536113821
WS,140.982122559905,193,65.0810810810811,345.805405405405,16.3243243243243,18.2594594594595,1.04492939666239,0.952235939080116,50.8928571428571,1.80711520030092,0.553571428571428,0.553571428571428,24.0976142250196,1.45625496457341
WS,135.451605353708,343,100.478658536585,288.826219512195,161.271341463415,423.762195121951,1.04163623082542,0.94748345504845,76.708674304419,1.48645000375495,0.133986928104575,0.445901639344262,31.0874160656965,1.66151366829697
PS,9.62233914806917,226,30.2083333333333,40.2962962962963,64.2546296296296,106.976851851852,1.53980370774264,0.828066602520429,38.4506666666667,1.42549115035525,0.0695187165775401,0.0904255319148936,27.4716922949974,0.163873625189818
PS,163.949804380448,276,110.943181818182,436.829545454545,192.901515151515,317.242424242424,1.07481751824818,0.96721068072037,69.7078189300412,1.72769497407516,0.036,0.088,26.6976860403537,0.569814282044917
WS,84.3960679089494,809,31.0414507772021,102.801813471503,40.7383419689119,202.983160621762,1.58252730109204,0.868440077808542,42.7003484320557,1.01131352721047,0.124645892351275,0.175582990397805,28.112847588718,0.991019428082246
PS,167.931045610329,439,236.229116945107,414.350835322196,130.431980906921,557.732696897375,1.05875576036866,0.9500952102417,97.554002541296,1.12367997130723,0.292191435768262,0.135897435897436,29.9715757255758,0.282794347455134
WS,139.653701394537,645,65.5454545454545,1.91558441558442,162.535714285714,97.362012987013,2.52018278750952,0.661171433654914,60.6495412844037,1.72789573845055,0.0473588342440801,0.389799635701275,24.931391117195,1.52132957765211
WS,53.0550181727627,172,116.709090909091,399.169696969697,20.2363636363636,43.830303030303,1.05523255813953,0.963182089126062,59.1733333333333,1.70243136148724,0.785234899328859,0.630872483221476,23.3464491806014,1.94907373896721
PS,10.1542499354158,172,101.745454545455,74.1333333333333,249.236363636364,132.278787878788,1.15451895043732,0.943153898771746,71.3973063973064,1.75921636353335,0.0328947368421053,0.453947368421053,66.673507302104,0.734757046283384
PS,171.23933486338,251,165.425,272.970833333333,108.5125,534.3,1.05168986083499,0.959424598689615,82.7239819004525,1.18712781186623,0.15,0.0818181818181818,30.4400455302236,0.387670088804532
PS,27.5172591738608,170,27.4539877300614,2.98773006134969,60.2638036809816,34.4171779141104,1.20287769784173,0.931120664127284,36.0173010380623,1.73529513379074,0.0205479452054795,0.198630136986301,22.8930769124979,0.91816061580496
PS,89.3455699743584,431,55.4004854368932,61.1189320388349,117.167475728155,186.917475728155,1.70028818443804,0.85450848448768,58.8029689608637,1.3256417538838,0.0236220472440945,0.181102362204724,32.8258304905191,0.403833904675295
PS,100.847063927457,169,237.450617283951,450.641975308642,246.728395061728,299.462962962963,1.03846153846154,0.977512595225671,90.5714285714286,1.07790308175557,0.173333333333333,0.243055555555556,48.1299379773672,1.70497830854101
PS,7.62115975614592,203,33.7061855670103,87.2319587628866,73.9690721649485,76.5463917525773,1.38775510204082,0.865498949119017,40.8230088495575,1.30901629322066,0.0783132530120482,0.092485549132948,36.6575282366015,0.250008235995417
WS,1.54514654565428,322,124.847402597403,236.594155844156,134.886363636364,249.5,1.02197802197802,0.973778317205538,63.8819444444444,1.41823440657371,0.0927835051546392,0.0309278350515464,26.1021237005345,0.253293115318086
PS,145.638353752576,155,154.277027027027,194.817567567568,266.067567567568,339.635135135135,1.28525641025641,0.892134816005592,134.523076923077,1.51161139337238,0.274809160305344,0.131782945736434,51.5577302301533,-0.211226169575646
PS,134.354910788929,302,53.3217993079585,73.6505190311419,120.006920415225,82.1557093425606,1.26845093268451,0.798453384495922,52.8255813953488,1.90645121028667,0.0229007633587786,0.297709923664122,37.2672291951265,0.443478460155375
PS,135.46054791675,582,29.5323741007194,38.3830935251799,56.4460431654676,105.584532374101,1.879932829555,0.723081089466681,40.6065239551478,1.65518022390384,0.0692464358452138,0.258655804480652,63.3191221076998,0.805550034290774
PS,11.8875599798148,388,22.1132075471698,119.150943396226,32.8760107816712,150.695417789757,1.3815873015873,0.715688428057279,35.8734939759036,1.76317396372328,0.108761329305136,0.0966767371601208,46.0145151110715,0.128600243912842
PS,45.6296661763877,374,33.6834733893557,170.221288515406,21.3389355742297,65.4173669467787,1.17702070808283,0.892857944014662,40.8841463414634,1.67528364514614,0.197568389057751,0.361702127659574,34.5374521484581,0.887329465621524
PS,135.259131790936,238,34.7587719298246,3.32017543859649,74.4824561403509,145.877192982456,1.16872427983539,0.782561931635047,44.3876543209877,1.7155265010032,0.0396039603960396,0.188118811881188,43.5329780902467,-0.0383908261462211
WS,145.108697830818,277,65.8566037735849,273.437735849057,38.1094339622641,171.841509433962,1.05215827338129,0.95462171577864,51.2862985685072,1.42676124653758,0.163265306122449,0.0693877551020408,55.1338301682818,0.385534987130895
WS,133.184693494468,396,354.783068783069,302.949735449735,130.531746031746,103.661375661376,1.05069708491762,0.961539190715397,116.764204545455,1.43016601304219,0.243626062322946,0.229461756373938,46.2983827950082,1.25434735678773
WS,108.516655665145,259,354.729838709677,476.846774193548,336.491935483871,279.286290322581,1.08108108108108,0.938708326615472,152.052631578947,1.3288181235751,0.243362831858407,0.132743362831858,59.6978408281781,0.424704371638753
PS,103.625528850869,518,86.3393939393939,359.624242424242,87.0080808080808,331.533333333333,1.35596508244423,0.791461171110058,63.1903719912473,1.25322478846632,0.201312910284464,0.109409190371991,42.9756166694314,0.729064625164076
PS,69.0954909155692,194,135.268817204301,355.634408602151,148.408602150538,355.349462365591,1.10051546391753,0.948153809066824,93,1.82229319735426,0.196428571428571,0.267857142857143,54.2715624828608,0.399663432686229
WS,42.4335931367101,1345,37.4688473520249,91.0334890965732,58.8520249221184,120.798286604361,1.20174275430953,0.823157663756684,42.3330615572768,1.52391373436713,0.251833740831296,0.207823960880196,60.638570903173,1.59339209552902
WS,178.570660310174,503,64.4041666666667,372.80625,75.7104166666667,198.154166666667,1.17334669338677,0.794163027942284,59.9539842873176,1.6891831331493,0.385300668151448,0.282850779510022,82.8843209394658,0.427360237823605
WS,122.813100765486,300,47.5052264808362,218.801393728223,34.3031358885017,103.83275261324,1.14664457332229,0.9355232265957,44.0950570342205,1.31770161000318,0.415094339622642,0.271698113207547,36.7003941973429,0.242359938382459
PS,159.116704409727,756,20.112188365651,33.3476454293629,32.5027700831025,80.1551246537396,1.44153693275919,0.780798133913423,34.509009009009,1.14479820385521,0.120535714285714,0.135416666666667,21.1063740358999,0.646745400198964
WS,2.28826760038692,193,397.52972972973,329.697297297297,24.5837837837838,176.351351351351,1.01566579634465,0.984134647892705,140.876470588235,1.2448472411829,0.11046511627907,0.168604651162791,57.2326922812446,-0.00378370632202167
WS,76.8673132132394,537,21.0974658869396,99.5964912280702,19.3138401559454,53.7699805068226,1.44315545243619,0.774712408027373,35.4925373134328,1.18584218320249,0.26271186440678,0.302575107296137,34.0330055218843,0.701667168014817
PS,160.71971671723,450,26.6744186046512,125.283720930233,51.2186046511628,72.7232558139535,1.52857920522591,0.720541254490277,37.9895561357702,1.48141894202796,0.0603674540682415,0.420779220779221,33.15941875477,1.01848130519302
PS,31.4969448704503,403,64.5558441558442,32.774025974026,16.2233766233766,14.2207792207792,1.15211970074813,0.892994003554043,54.0814606741573,1.45024813232871,0.124645892351275,0.122562674094708,21.6941348647127,1.18840028856598
PS,53.3217344523014,170,24.3128834355828,1.04294478527607,58.6196319018405,38.2699386503067,1.32952924393723,0.866223208093732,37.2183098591549,1.03808440301928,0.034965034965035,0.552447552447552,37.4915636768964,1.26844525035323
WS,69.7793685644777,356,200.952941176471,177.408823529412,104.864705882353,204.747058823529,1.14366197183099,0.883002668719417,95.7776,1.19297788853416,0.351791530944625,0.127035830618893,20.2703943940144,0.419843653510035
PS,74.7417244945771,351,154.516417910448,240.268656716418,154.167164179104,320.683582089552,1.06916426512968,0.960916162981588,87.24,1.1794415503427,0.266666666666667,0.276190476190476,28.4648508238899,0.567768376041933
WS,93.7656175767374,481,57.6013071895425,10.7799564270153,130.503267973856,27.5250544662309,1.5635987590486,0.84803342285344,47.1650485436893,1.70296422506543,0.0374707259953162,0.81360201511335,28.9938808150367,2.86465777261611
PS,19.2483373098109,464,82.86230248307,332.986455981941,131.07223476298,304.487584650113,1.17864923747277,0.861152350299895,74.049696969697,1.49641112950607,0.19559902200489,0.129807692307692,35.3473852176276,1.41984131969491
PS,81.6976739524589,158,77.0794701986755,461.841059602649,127.490066225166,365.576158940397,1.03154574132492,0.979090705905976,80.2161172161172,1.02206158520261,0.177777777777778,0.0652173913043478,16.4129152452595,0.373138053162409
PS,162.742143727344,225,90.7674418604651,267.809302325581,41.4046511627907,121.581395348837,1.04212860310421,0.980404415350261,56.7506361323155,1.49071840632323,0.0696517412935323,0.0208333333333333,21.5243626140484,0.298077310947492
WS,107.44344449785,516,164.606490872211,147.864097363083,12.9127789046653,80.4665314401623,1.29400292540224,0.915163312748333,73.1810250817884,1.20189913291724,0.421166306695464,0.317494600431965,33.6769533688637,0.487769016653264
WS,75.2480518595582,207,109.929292929293,288.893939393939,108.540404040404,383.444444444444,1.02184466019417,0.989455621071,54.9835164835165,1.36102617696662,0.0333333333333333,0.0271739130434783,25.430900999052,-0.0649871584998929
WS,139.599196627633,209,479.19,303.495,16.865,144.79,1.09112709832134,0.95393854871492,174.441095890411,1.30262494857317,0.494505494505495,0.263736263736264,23.6364783031645,0.594564158534543
PS,168.960223478519,342,19.7737003058104,3.57186544342508,42.651376146789,0.837920489296636,2.47239692522711,0.803690553691884,32.4900542495479,1.47667037803452,0.0319148936170213,0.881918819188192,45.6600682953354,6.25284361164571
PS,100.356681622762,378,30.9722991689751,29.6786703601108,61.6952908587258,83.3324099722992,1.39302172481896,0.821134333331968,40.7596302003082,1.45230144382673,0.0512048192771084,0.319277108433735,33.9250374099323,0.963896824137711
PS,144.74403092668,299,24.2727272727273,3.2027972027972,55.527972027972,9.01748251748252,1.12727272727273,0.909982303447915,38.3230769230769,1.09847736956665,0.0231660231660232,0.46360153256705,27.7185911399656,1.39320073299311
PS,97.7533419423965,223,104.225352112676,274.694835680751,214.845070422535,399.286384976526,1.08906426155581,0.948423876089883,85.3948717948718,1.63660113440429,0.11340206185567,0.123711340206186,17.0395864289288,1.17957865976214
WS,46.9439620425202,339,221.981481481481,338.922839506173,294.839506172839,194.608024691358,1.34313005143277,0.77645463147908,120.730375426621,1.65344941907402,0.212328767123288,0.226027397260274,34.0945480776147,0.911201702399253
PS,74.6997598954558,584,51.2275985663082,8.8584229390681,118.689964157706,25.8853046594982,2.54151022110972,0.754528769909597,57.2654320987654,1.02122297498045,0.0314465408805031,0.458585858585859,43.5570494098026,3.35489556719235
PS,46.3658627187774,279,19.3220973782772,145.385767790262,9.2059925093633,39.438202247191,1.24381625441696,0.828861662805505,32.6492693110647,1.04806297645637,0.520833333333333,0.518828451882845,25.7788651150766,0.713054182725371
PS,83.4864391085286,791,49.2105960264901,202.215894039735,95.3933774834437,192.577483443709,1.80286168521463,0.783266640622877,53.5600578871201,1.65039089713392,0.16951566951567,0.160968660968661,39.0929034741706,1.11301781828318
PS,82.4306699405702,189,74.4419889502762,434.961325966851,18.2872928176796,51.0718232044199,1.01856763925729,0.983711595184732,57.4484848484848,1.51364061122831,0.26875,0.0294117647058824,36.8571428571429,0.7474377949732
